Animal,Sire,Dam,Bucket,Wing_Morph,Food,State_DLM,DLM_Mass,Ovary_Mass,Remaining_Mass,Total_Mass
1106,25,2,B,L,AD,0,0,69.5,81.5,151
1107,25,2,B,S,Low,0,0,13.4,68.4,81.8
1108,25,2,B,S,Med,0,0,32.3,87.3,119.6
1109,25,2,B,S,AD,0,0,64.3,87.9,152.2
1110,25,2,B,L,Low,2,4,11.3,118.1,133.4
1111,25,2,B,L,Med,2,4.1,9.6,121.5,135.2
1112,25,2,B,L,AD,0,0,53.1,101.8,154.9
1113,25,3,A,L,Low,0,0,30.3,79.5,109.8
1114,25,3,A,L,Med,1,5.4,18.6,167.3,191.3
1115,25,3,A,L,AD,2,6.9,58.7,198.3,263.9
1116,25,3,A,L,Low,2,2.8,2,91.1,95.9
1117,25,3,A,L,Med,2,5.2,20.1,153.6,178.9
1118,25,3,A,L,AD,2,6.2,43.5,167.6,217.3
1119,25,3,A,L,Low,1,4.5,5.1,135.1,144.7
1120,25,3,A,L,Med,2,4.5,34.8,172.8,212.1
1121,25,3,A,L,AD,2,6.6,34.9,211.9,253.4
1122,25,3,A,L,Low,1,2,30.8,119.3,152.1
1123,25,3,A,L,Med,2,3.8,1.1,94.2,99.1
1124,25,3,A,L,AD,2,6.7,49.7,161.9,218.3
1125,25,3,A,L,Low,2,3.6,9.9,97.4,110.9
1126,25,3,A,L,Med,2,4.5,19.4,135.8,159.7
1127,25,3,A,L,AD,2,5.2,40.8,143.2,189.2
1128,25,3,B,L,Low,2,3.9,7.3,150,161.2
1129,25,3,B,L,Med,1,0.2,90.9,116.7,207.8
1130,25,3,B,L,AD,1,3.5,176.4,174.3,354.2
1131,25,3,B,L,Low,0,0,54.6,98.2,152.8
1132,25,3,B,L,Med,2,5.2,19.6,145.1,169.9
1133,25,3,B,L,AD,0,0,157.7,119.6,277.3
1134,25,3,B,L,Low,2,4.7,4.2,134.3,143.2
1135,25,3,B,L,Med,2,4.7,29.6,155.7,190
1136,25,3,B,L,AD,1,5.1,82.7,182.2,270
1137,25,3,B,L,Low,2,5.3,2.9,144,152.2
1138,25,3,B,L,Med,2,6.2,21.6,188.1,215.9
1139,25,3,B,L,AD,1,0.8,115.7,120.9,237.4
1140,25,3,B,L,Low,1,4.5,20,136.6,161.1
1141,25,3,B,S,Med,0,0,70.3,101.4,171.7
1142,25,3,B,L,AD,0,0,158.1,137.5,295.6
1143,26,1,A,S,Low,0,0,32.8,72.3,105.1
1144,26,1,A,L,Med,0,0,57.2,67.6,124.8
1145,26,1,A,S,AD,0,0,80,102.5,182.5
1146,26,1,A,S,Low,0,0,38.9,72.4,111.3
1147,26,1,A,L,Med,1,0.8,66.4,121.5,188.7
1148,26,1,A,L,AD,1,1.1,98.4,116,215.5
1149,26,1,A,S,Low,0,0,31.4,91.2,122.6
1150,26,1,A,S,Med,1,1.5,19.6,115.6,136.7
1151,26,1,A,S,AD,0,0,15.3,83.8,99.1
1152,26,1,A,S,Low,0,0,35.5,62.8,98.3
1153,26,1,A,S,Med,0,0,52.3,86.7,139
1154,26,1,A,S,AD,0,0,80,125.4,205.4
1155,26,1,B,L,Low,1,2.6,1.4,150.7,154.7
1156,26,1,B,L,Med,1,1.6,72.8,121.1,195.5
1157,26,1,B,L,AD,2,4.2,84,144,232.2
